Давление атм возд, hPa;Температура воды, градус C;Запах, баллы;Цветность, градусы;Мутность, ЕМФ;Жобщ, мг-экв/л;Кальций, мг/л;Магний, мг/л;Хлориды, мг/л;Кислотность, мг-экв/л;Щелочность, мг-экв/л;pH;УЭП, мСм/см;Растворённый_кислород, мгО2/л;Растворённый_кислород, %;БПК5, мгО2/л;Аммоний, мг/л;Нитриты, мг/л;Сульфаты, мг/л;Железо_общее, мг/л;Фосфаты, мг/л;ИЗВ;Индекс ITS;Хемотаксис (индекс);Нитраты мг/л
-2.3978794713213927;-0.14835964402710283;-1.6054690073228888;-0.737989739560164;-0.556929734112663;-0.5983502012543328;-0.9288048518688663;-0.7818854863311061;-1.4114959581416566;-0.5824384169853504;-1.6069829622801115;-1.6536716809705423;-2.6244085316225694;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-1.1328871648785148;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
-2.3978794713213927;-0.14835964402710283;-1.6054690073228888;-0.737989739560164;-0.556929734112663;-0.5983502012543328;-0.9288048518688663;-0.7818854863311061;-1.4114959581416566;-0.5824384169853504;-1.6069829622801115;-1.6536716809705423;-2.6244085316225694;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-1.1328871648785148;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
-1.982051729709267;-0.14835964402710283;-1.3874244536825036;-0.7248073762351109;-0.5426444101438306;-0.5983502012543328;-0.7267263495424183;-0.6590815485789638;-1.216723114721107;-0.5824384169853504;-1.6069829622801115;-1.3234705844195873;-2.263767035072871;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-1.0391578764588953;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
-1.5662239880971411;-0.14835964402710283;-1.1693799000421186;-0.7116250129100579;-0.5283590861749982;-0.5983502012543328;-0.5246478472159704;-0.5362776108268217;-1.0219502713005575;-0.5824384169853504;-1.6069829622801115;-0.9932694878686325;-1.9031255385231725;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-0.9454285880392758;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
-1.1503962464850148;-0.14835964402710283;-0.9513353464017333;-0.6984426495850047;-0.5140737622061657;-0.5983502012543328;-0.3225693448895222;-0.5669785952648573;-0.8271774278800081;-0.5824384169853504;-1.6069829622801115;-0.6630683913176776;-1.542484041973474;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-0.8516992996196563;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
-0.734568504872889;-0.14835964402710283;-0.7332907927613482;-0.6852602862599516;-0.4997884382373334;-0.5983502012543328;-0.12049084256307419;-0.5976795797028928;-0.6324045844594587;-0.5824384169853504;-1.6069829622801115;-0.3328672947667228;-1.1818425454237755;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-0.7579700112000369;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
-0.31874076326076317;-0.14835964402710283;-0.5152462391209632;-0.6720779229348985;-0.4855031142685009;-0.5983502012543328;0.08158765976337383;-0.6283805641409284;-0.4376317410389093;-0.5824384169853504;-1.6069829622801115;-0.002666198215767909;-0.821201048874077;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-0.6642407227804175;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
0.09708697835136303;-0.14835964402710283;-0.29720168548057807;-0.6588955596098455;-0.47121779029966854;-0.5983502012543328;0.2836661620898219;-0.6590815485789638;-0.2428588976183597;-0.5824384169853504;-1.6069829622801115;0.32753489833518695;-0.46055955232437845;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-0.570511434360798;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
0.5129147199634886;-0.14835964402710283;-0.07915713184019289;-0.6457131962847924;-0.45693246633083606;-0.5983502012543328;0.48574466441626996;-0.6897825330169994;-0.0480860541978101;-0.5824384169853504;-1.6069829622801115;0.6577359948861418;-0.1879486572946851;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-0.47678214594117846;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
0.501409604582916;-0.14835964402710283;-0.07915713184019289;-0.6325308329597393;-0.4426471423620037;-0.5983502012543328;0.6878231667427179;-0.720483517455035;0.14668678922273928;-0.5824384169853504;-1.6069829622801115;0.9879370914370966;0.08466223773500826;-0.23346510252127448;-1.2453108822138603;-0.40886305325288286;-0.5743779729098795;-0.20891802635374862;-0.383052857521559;-0.599792120460803;-0.6691580571058113;-0.6952660119041791;-1.125610804565397;-0.3054175122928977;-0.530464787727344
