Давление атм возд, hPa;Температура воздуха, градус С;Температура воды, градус C;Запах, баллы;Цветность, градусы;Мутность, ЕМФ;Жобщ, мг-экв/л;Кальций, мг/л;Магний, мг/л;Гидрокарбонаты, мг-экв/л;Хлориды, мг/л;Кислотность, мг-экв/л;Щелочность, мг-экв/л;pH;УЭП, мСм/см;Растворённый_кислород, мгО2/л;Растворённый_кислород, %;БПК5, мгО2/л;ПО, мгО/л;Аммоний, мг/л;Нитриты, мг/л;Сульфаты, мг/л;Железо_общее, мг/л;Фосфаты, мг/л;ИЗВ;Индекс ITS;Хемотаксис (индекс);Нитраты мг/л
0.0;15.675675675675675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.93810810810811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.664705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;15.675675675675675;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.93810810810811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.664705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
805.7611940298508;15.675675675675675;943.3268041237112;2.049586776859504;65.83341041666665;22.643700425531918;5.782211538461539;6.444459459459459;3.2488311688311686;64.93810810810811;42.546594202898554;1.0401239669421487;1.6991999999999998;7.390405797101449;460.4366812227074;721.3269841269841;42.326760563380276;0.615;4.664705882352941;1.4708620689655172;0.02453846153846154;41.38925210084034;0.24761194029850747;0.3061016949152543;0.6219452054794521;3.2147809523809525;0.8005263157894736;19.107246376811595
805.7611940298508;15.675675675675675;943.3268041237112;2.049586776859504;65.83341041666665;22.643700425531918;5.782211538461539;6.444459459459459;1.0;64.93810810810811;42.546594202898554;1.0401239669421487;1.6991999999999998;7.390405797101449;460.4366812227074;721.3269841269841;42.326760563380276;0.615;4.664705882352941;1.4708620689655172;0.02453846153846154;41.38925210084034;0.24761194029850747;0.3061016949152543;0.6219452054794521;3.2147809523809525;0.8005263157894736;19.107246376811595
805.7611940298508;15.675675675675675;943.3268041237112;2.049586776859504;65.83341041666665;22.643700425531918;5.782211538461539;6.444459459459459;3.2488311688311686;64.93810810810811;42.546594202898554;1.0401239669421487;1.6991999999999998;7.390405797101449;460.4366812227074;721.3269841269841;42.326760563380276;0.615;4.664705882352941;1.4708620689655172;0.02453846153846154;41.38925210084034;0.24761194029850747;0.3061016949152543;0.6219452054794521;3.2147809523809525;0.8005263157894736;19.107246376811595
805.7611940298508;15.675675675675675;943.3268041237112;2.049586776859504;65.83341041666665;22.643700425531918;5.782211538461539;6.444459459459459;3.2488311688311686;64.93810810810811;42.546594202898554;1.0401239669421487;1.6991999999999998;7.390405797101449;460.4366812227074;721.3269841269841;42.326760563380276;0.615;4.664705882352941;1.4708620689655172;0.02453846153846154;41.38925210084034;0.24761194029850747;0.3061016949152543;0.6219452054794521;3.2147809523809525;0.8005263157894736;19.107246376811595
805.7611940298508;15.675675675675675;943.3268041237112;2.049586776859504;65.83341041666665;22.643700425531918;5.782211538461539;6.444459459459459;3.2488311688311686;178.0;42.546594202898554;1.0401239669421487;1.6991999999999998;7.390405797101449;460.4366812227074;721.3269841269841;42.326760563380276;0.615;4.664705882352941;1.4708620689655172;0.02453846153846154;41.38925210084034;0.24761194029850747;0.3061016949152543;0.6219452054794521;3.2147809523809525;0.8005263157894736;19.107246376811595
805.7611940298508;15.675675675675675;943.3268041237112;2.049586776859504;65.83341041666665;22.643700425531918;5.782211538461539;6.444459459459459;3.2488311688311686;64.93810810810811;42.546594202898554;1.0401239669421487;1.6991999999999998;7.390405797101449;381.0;721.3269841269841;42.326760563380276;0.615;4.664705882352941;1.4708620689655172;0.02453846153846154;41.38925210084034;0.24761194029850747;0.3061016949152543;0.6219452054794521;3.2147809523809525;0.8005263157894736;19.107246376811595
1012.0;15.675675675675675;943.3268041237112;2.0;65.83341041666665;22.643700425531918;5.782211538461539;6.444459459459459;3.2488311688311686;64.93810810810811;42.546594202898554;1.0401239669421487;1.6991999999999998;7.390405797101449;429.0;721.3269841269841;42.326760563380276;0.615;4.664705882352941;1.4708620689655172;0.02453846153846154;41.38925210084034;0.24761194029850747;0.3061016949152543;0.6219452054794521;3.2147809523809525;0.8005263157894736;19.107246376811595
1008.0;15.675675675675675;943.3268041237112;2.0;9.0;22.643700425531918;5.782211538461539;6.444459459459459;3.2488311688311686;64.93810810810811;55.03;1.0401239669421487;1.6991999999999998;7.390405797101449;477.0;721.3269841269841;42.326760563380276;0.615;4.664705882352941;1.4708620689655172;0.02453846153846154;41.38925210084034;0.24761194029850747;0.3061016949152543;0.6219452054794521;3.2147809523809525;0.8005263157894736;19.107246376811595
